주소,위도,경도,CCTV 수량,설치목적
서울특별시 광진구 영화사로7길 25 (중곡동),37.52896,127.07979,1,생활방범
서울특별시 광진구 영화사로7길 25 (중곡동),37.53059,127.07413,1,생활방범
서울특별시 광진구 영화사로9가길 39-15 (중곡동),37.53552,127.07637,1,생활방범
서울특별시 광진구 영화사로9가길 61 (중곡동),37.53306,127.06439,1,생활방범
서울특별시 광진구 영화사로9길 10 (중곡동),37.53611,127.06595,1,생활방범
서울특별시 광진구 영화사로9길 70-12 (중곡동),37.54018,127.06486,1,생활방범
서울특별시 광진구 용마도시자연공원-마지막골,37.5413,127.06451,1,생활방범
서울특별시 광진구 용마도시자연공원-사무실,37.53217,127.06512,1,생활방범
서울특별시 광진구 용마도시자연공원-사방댐,37.54464,127.06862,1,생활방범
서울특별시 광진구 긴고랑로8길 90 (중곡동),37.53611,127.07357,1,생활방범
서울특별시 광진구 긴고랑로9길 46 (중곡동),37.53058,127.07502,1,생활방범
서울특별시 광진구 능동로 13길 39,37.54851,127.10301,1,생활방범
서울특별시 광진구 능동로 16길 14,37.55145,127.10984,1,생활방범
서울특별시 광진구 능동로 17길 6,37.54892,127.10899,1,생활방범
서울특별시 광진구 능동로 21길 14-10,37.5508,127.10134,1,생활방범
서울특별시 광진구 능동로 237,37.54877,127.10184,1,생활방범
서울특별시 광진구 능동로 25-1 (자양동),37.54127,127.09892,1,생활방범
서울특별시 광진구 능동로 25길 48,37.53939,127.08896,1,생활방범
서울특별시 광진구 능동로 267-14,37.53915,127.08832,1,생활방범
서울특별시 광진구 능동로 32길 35 (능동),37.54399,127.09044,1,생활방범
서울특별시 광진구 능동로 386-16,37.5437,127.08877,1,생활방범
서울특별시 광진구 능동로 3길 20 (자양동),37.54341,127.08724,1,생활방범
서울특별시 광진구 능동로 411 (중곡동),37.54433,127.08661,1,생활방범
서울특별시 광진구 능동로 48길 36 (중곡동),37.54074,127.08609,1,생활방범
서울특별시 광진구 능동로 49 (자양동) 도로명 주소 X,37.54163,127.08669,1,생활방범
서울특별시 광진구 능동로103,37.53849,127.08439,1,생활방범
서울특별시 광진구 자양로23길 79,37.52969,127.08183,1,어린이보호
서울특별시 광진구 자양로23길 79,37.53127,127.0843,1,어린이보호
서울특별시 광진구 자양로40길 41 (구의동),37.54161,127.10095,1,어린이보호
서울특별시 광진구 자양로40길 53  (구의동),37.54206,127.10178,1,어린이보호
서울특별시 광진구 자양로41길 20,37.54346,127.09654,1,어린이보호
서울특별시 광진구 자양로43길 115,37.54019,127.1022,1,어린이보호
서울특별시 광진구 자양로4길 63,37.54274,127.09125,1,어린이보호
서울특별시 광진구 자양로50길 13 (구의동),37.53731,127.0912,1,어린이보호
"서울특별시 광진구 자양로50길 53 (구의동, 남광하이츠빌라)",37.53712,127.09294,1,어린이보호
"서울특별시 광진구 자양로50길 79 (구의동, 유진아트빌라)",37.53399,127.09152,1,어린이보호
서울특별시 광진구 자양로52길 21-19 (구의동),37.55492,127.09585,1,어린이보호
서울특별시 광진구 자양로52길 3-9 (구의동),37.54922,127.09082,1,어린이보호
서울특별시 광진구 자양로5길 33 (자양동,37.55475,127.07158,1,어린이보호
서울특별시 광진구 자양로5길 33 (자양동,37.55369,127.07348,1,어린이보호
"서울특별시 광진구 자양로6길 40 (자양동, 대양샤인빌)",37.54972,127.07094,1,어린이보호
서울특별시 광진구 자양로6길 8 (자양동),37.55105,127.07163,1,어린이보호
서울특별시 광진구 자양번영로4길 42-22 (자양동),37.53184,127.08841,1,어린이보호
서울특별시 광진구 자양번영로6길 20 (자양동),37.53356,127.07303,1,어린이보호
서울특별시 광진구 천호대로 664 (능동),37.56348,127.0868,1,어린이보호
서울특별시 광진구 천호대로102길 36 (군자동),37.57058,127.08,1,어린이보호
서울특별시 광진구 천호대로111길 41 (중곡동),37.54404,127.06591,1,어린이보호
서울특별시 광진구 천호대로113길 50-4 (중곡동),37.54357,127.06564,1,어린이보호
서울특별시 광진구 천호대로114길 25 (능동),37.54249,127.06513,1,어린이보호
서울특별시 광진구 천호대로130길 26 (구의동),37.56644,127.08436,1,어린이보호
서울특별시 광진구 천호대로134길 2 (구의동),37.54019,127.06945,1,어린이보호
서울특별시 광진구 강변역로 50 (구의동),37.54414,127.09923,1,교통단속
서울특별시 광진구 강변역로 53 (구의동),37.54465,127.09933,1,교통단속
서울특별시 광진구 강변역로 53 (구의동),37.54577,127.10074,1,교통단속
서울특별시 광진구 강변역로4길 10 (구의동),37.54585,127.08846,1,교통단속
서울특별시 광진구 강변역로4길 56 (구의동),37.54905,127.10741,1,교통단속
서울특별시 광진구 광나루로 375-1,37.56303,127.09659,1,교통단속
서울특별시 광진구 능동로13길 39 (화양동),37.54426,127.08401,1,생활방범
서울특별시 광진구 능동로13길 88 (화양동),37.53854,127.08651,1,생활방범
서울특별시 광진구 능동로15길 11 (화양동),37.53973,127.08566,1,생활방범
서울특별시 광진구 능동로24길 23,37.53916,127.0861,1,생활방범
서울특별시 광진구 능동로24길 41 (능동),37.54424,127.08248,1,생활방범
서울특별시 광진구 능동로24길 76 (능동),37.55165,127.09555,1,생활방범
서울특별시 광진구 능동로24길60-84길,37.5498,127.09499,1,생활방범
서울특별시 광진구 능동로25길 22 (군자동),37.55179,127.0914,1,생활방범
서울특별시 광진구 능동로26길 23 (능동),37.54565,127.08722,1,생활방범
서울특별시 광진구 능동로27길 33 (군자동),37.54772,127.08727,1,생활방범
서울특별시 광진구 능동로27길 9 (군자동),37.55365,127.09287,1,생활방범
서울특별시 광진구 능동로27길 9 (군자동),37.55363,127.09559,1,생활방범
서울특별시 광진구 능동로27길 9 (군자동),37.55418,127.09336,1,생활방범
서울특별시 광진구 능동로27나길 17 (군자동),37.55388,127.09459,1,생활방범
서울특별시 광진구 능동로29가길 24 (군자동),37.55387,127.09344,1,생활방범
서울특별시 광진구 능동로30길 23 (능동),37.55455,127.09595,1,생활방범
서울특별시 광진구 능동로30길 23 (능동),37.55325,127.09607,1,생활방범
서울특별시 광진구 능동로30길 38,37.55307,127.09405,1,생활방범
서울특별시 광진구 능동로30길 8,37.55132,127.09656,1,생활방범
서울특별시 광진구 능동로31길 12-15 (군자동),37.5509,127.09596,1,생활방범
서울특별시 광진구 능동로32길 102 (능동) 도로명 주소  X,37.55158,127.09457,1,생활방범
서울특별시 광진구 용마도시자연공원-산불장비,37.54593,127.06949,1,생활방범
서울특별시 광진구 용마도시자연공원-쌍용골,37.54393,127.06688,1,생활방범
서울특별시 광진구 용마도시자연공원-유화교,37.54656,127.0674,1,생활방범
서울특별시 광진구 용마도시자연공원-입구,37.54684,127.06837,1,생활방범
서울특별시 광진구 용마도시자연공원-청용골,37.54484,127.07388,1,생활방범
서울특별시 광진구 용마도시자연공원-체험장,37.56752,127.08138,1,생활방범
서울특별시 광진구 용마도시자연공원-화장실 뒤,37.55538,127.08618,1,생활방범
서울특별시 광진구 용마사로30길 37,37.56976,127.0854,1,생활방범
서울특별시 광진구 용마산로 134 (중곡동),37.55605,127.09513,1,생활방범
서울특별시 광진구 용마산로 160,37.54899,127.10557,1,생활방범
서울특별시 광진구 용마산로 183,37.55537,127.07462,1,생활방범
서울특별시 광진구 용마산로 33길 9-7,37.55053,127.06923,1,생활방범
서울특별시 광진구 용마산로1길 22 (중곡동),37.54897,127.0733,1,생활방범
서울특별시 광진구 용마산로1길 91 (중곡동),37.5448,127.06951,1,생활방범
서울특별시 광진구 용마산로20길9-1,37.54333,127.0704,1,생활방범
서울특별시 광진구 용마산로21길 23,37.54634,127.06813,1,생활방범
서울특별시 광진구 용마산로21길 65 (중곡동),37.53894,127.07569,1,생활방범
서울특별시 광진구 용마산로21길 77 (중곡동),37.5504,127.10976,1,생활방범
서울특별시 광진구 용마산로22길 10-10 (중곡동),37.54628,127.10468,1,생활방범
서울특별시 광진구 용마산로22길 19-19,37.55311,127.07472,1,생활방범
서울특별시 광진구 용마산로22길 26,37.54532,127.06669,1,생활방범
서울특별시 광진구 용마산로22길 5-8,37.5608,127.07663,1,생활방범
서울특별시 광진구 용마산로22길 76,37.55914,127.08591,1,생활방범
서울특별시 광진구 용마산로22길 82 (중곡동),37.56359,127.08772,1,생활방범
서울특별시 광진구 광나루로 529 (구의동),37.55304,127.09979,1,교통단속
서울특별시 광진구 광나루로30길,37.55536,127.0985,1,교통단속
서울특별시 광진구 광나루로56길 86 (구의동),37.55262,127.10374,1,교통단속
서울특별시 광진구 광나루로619,37.55384,127.10406,1,교통단속
서울특별시 광진구 광장로1길 19,37.5567,127.09571,1,교통단속
서울특별시 광진구 구의강변로 11,37.55117,127.0712,1,교통단속
서울특별시 광진구 구의강변로 45 (구의동),37.55857,127.07547,1,교통단속
서울특별시 광진구 구의강변로 69 구남초교 정문 앞,37.55458,127.0857,1,교통단속
서울특별시 광진구 구의동 611 (구의),37.55771,127.08805,1,교통단속
서울특별시 광진구 군자로 88 (군자동),37.54429,127.10025,1,교통단속
서울특별시 광진구 긴고랑로 18 (중곡동),37.55362,127.08653,1,교통단속
서울특별시 광진구 긴고랑로13길 69 (중곡동),37.56371,127.0859,1,교통단속
서울특별시 광진구 긴고랑로4길 30 (중곡동) 도로명 주소 X,37.54676,127.07204,1,교통단속
서울특별시 광진구 긴고랑로9길 40 (중곡동),37.53435,127.06897,1,교통단속
서울특별시 광진구 능동로 109 (화양동),37.54748,127.10796,1,교통단속
서울특별시 광진구 능동로 110 (화양동),37.56314,127.10079,1,교통단속
서울특별시 광진구 능동로 125 (화양동),37.56824,127.08921,1,교통단속
서울특별시 광진구 능동로 209(군자동),37.54657,127.10345,1,교통단속
서울특별시 광진구 능동로 216 (능동),37.54803,127.10807,1,교통단속
서울특별시 광진구 능동로 248 (능동),37.54544,127.0978,1,교통단속
서울특별시 광진구 능동로 295 (군자동),37.541,127.08901,1,교통단속
서울특별시 광진구 능동로 324-1 (중곡동),37.54404,127.08945,1,교통단속
서울특별시 광진구 능동로 368,37.54349,127.08963,1,교통단속
서울특별시 광진구 능동로 385 (중곡동),37.54372,127.08808,1,교통단속
서울특별시 광진구 능동로 433 (중곡동),37.53908,127.08681,1,교통단속
서울특별시 광진구 능동로 81,37.54218,127.08584,1,교통단속
서울특별시 광진구 능동로 87,37.54182,127.08489,1,교통단속
서울특별시 광진구 능동로4길 17,37.55612,127.07659,1,교통단속
서울특별시 광진구 능동로51길 37-1 (중곡동),37.55573,127.07792,1,교통단속
서울특별시 광진구 능동로69,37.55573,127.08113,1,교통단속
서울특별시 광진구 동일로 341 (중곡동),37.53261,127.07982,1,교통단속
서울특별시 광진구 뚝섬로 41길 33,37.56225,127.08147,1,교통단속
서울특별시 광진구 동일로52길 27 (군자동),37.53478,127.06492,1,어린이보호
"서울특별시 광진구 동일로72길 17 (중곡동, 중곡아파트)",37.53892,127.06261,1,어린이보호
서울특별시 광진구 동일로72길 23-5 (중곡동),37.53768,127.06798,1,어린이보호
서울특별시 광진구 동일로72길 34 (중곡동),37.53472,127.06714,1,어린이보호
서울특별시 광진구 동일로72길 34 (중곡동),37.53644,127.06746,1,어린이보호
서울특별시 광진구 동일로80길 13 (중곡동),37.56471,127.07751,1,어린이보호
서울특별시 광진구 동일로80길 24 (중곡동),37.56406,127.07938,1,어린이보호
서울특별시 광진구 동일로80길 34 (중곡동),37.56456,127.07801,1,어린이보호
서울특별시 광진구 뚝섬로 476 (자양동),37.562,127.07905,1,어린이보호
서울특별시 광진구 뚝섬로 52길,37.56433,127.07629,1,어린이보호
서울특별시 광진구 뚝섬로 561 (자양동),37.55967,127.07701,1,어린이보호
서울특별시 광진구 뚝섬로 585 (자양동),37.55938,127.07611,1,어린이보호
서울특별시 광진구 뚝섬로 656 성자초교앞 사거리,37.55888,127.0789,1,어린이보호
서울특별시 광진구 뚝섬로 741 (구의동),37.56339,127.08135,1,어린이보호
서울특별시 광진구 용마산로22길 82 (중곡동),37.55255,127.08015,1,생활방범
서울특별시 광진구 용마산로22길 82 (중곡동),37.55079,127.0702,1,생활방범
서울특별시 광진구 용마산로22길 82 (중곡동),37.55443,127.07352,1,생활방범
서울특별시 광진구 용마산로22길9,37.54638,127.10154,1,생활방범
서울특별시 광진구 용마산로27길 10 (중곡동),37.54801,127.10693,1,생활방범
서울특별시 광진구 용마산로27길 28,37.5571,127.0937,1,생활방범
서울특별시 광진구 용마산로28길 24 (중곡동),37.56865,127.08809,1,생활방범
서울특별시 광진구 용마산로28나길15,37.53566,127.07976,1,생활방범
서울특별시 광진구 용마산로29길 25 (중곡동),37.52959,127.08523,1,생활방범
서울특별시 광진구 용마산로2길 45 (중곡동),37.53635,127.06993,1,생활방범
서울특별시 광진구 용마산로30길 49 (중곡동),37.55105,127.07615,1,생활방범
서울특별시 광진구 용마산로30길 6 (중곡동),37.54915,127.07519,1,생활방범
서울특별시 광진구 용마산로31길 16 (중곡동),37.53924,127.07521,1,생활방범
서울특별시 광진구 능동로32길 106-13,37.55077,127.09369,1,생활방범
서울특별시 광진구 능동로32길 12,37.5529,127.0919,1,생활방범
서울특별시 광진구 능동로32길 139,37.55124,127.09107,1,생활방범
서울특별시 광진구 능동로32길 16-16 (능동),37.55551,127.09425,1,생활방범
서울특별시 광진구 능동로32길 16-16 (능동),37.55512,127.09509,1,생활방범
서울특별시 광진구 능동로32길 29 (능동),37.55013,127.09225,1,생활방범
서울특별시 광진구 능동로32길 82-26,37.54794,127.09166,1,생활방범
서울특별시 광진구 능동로32길 82-34 (능동),37.54812,127.08596,1,생활방범
서울특별시 광진구 능동로32길 82-53 (능동),37.54837,127.08698,1,생활방범
서울특별시 광진구 능동로34길 11-19,37.54785,127.08635,1,생활방범
서울특별시 광진구 능동로36길 12 (능동),37.54724,127.08859,1,생활방범
서울특별시 광진구 능동로36길 141,37.5465,127.0883,1,생활방범
서울특별시 광진구 능동로36길 186,37.54628,127.08755,1,생활방범
서울특별시 광진구 능동로36길 87,37.54384,127.09156,1,생활방범
서울특별시 광진구 능동로3가길 12 (자양동),37.54345,127.09261,1,생활방범
서울특별시 광진구 능동로3길 61-8,37.54128,127.09472,1,생활방범
서울특별시 광진구 능동로3길 61-8 (자양동),37.54098,127.09415,1,생활방범
서울특별시 광진구 능동로3나길 10,37.54072,127.09225,1,생활방범
서울특별시 광진구 능동로3다길 4 (자양동),37.54151,127.09105,1,생활방범
서울특별시 광진구 능동로3라길 16 (자양동),37.54132,127.09217,1,생활방범
서울특별시 광진구 능동로40길13,37.54046,127.09165,1,생활방범
서울특별시 광진구 능동로43길 37-16,37.5411,127.09276,1,생활방범
서울특별시 광진구 능동로43길 38 (중곡동),37.54043,127.09326,1,생활방범
서울특별시 광진구 능동로44길 13 (중곡동),37.53831,127.09238,1,생활방범
서울특별시 광진구 능동로46길 28 (중곡동),37.53934,127.09151,1,생활방범
서울특별시 광진구 능동로47길 35 (중곡동),37.53974,127.09008,1,생활방범
서울특별시 광진구 능동로47길 35 (중곡동),37.54084,127.09014,1,생활방범
서울특별시 광진구 능동로47길 35 (중곡동),37.54293,127.09032,1,생활방범
서울특별시 광진구 능동로48가길 36 (중곡동),37.53949,127.09071,1,생활방범
서울특별시 광진구 능동로48길 59 (중곡동),37.53547,127.09063,1,생활방범
서울특별시 광진구 능동로4길 13 (자양동),37.55672,127.0761,1,생활방범
서울특별시 광진구 능동로50길 31-9,37.553,127.07588,1,생활방범
서울특별시 광진구 능동로50길 8 (중곡동),37.55537,127.07254,1,생활방범
서울특별시 광진구 뚝섬로23길 44 (자양동),37.55632,127.08729,1,어린이보호
서울특별시 광진구 뚝섬로35길 16-20 (자양동),37.56912,127.08426,1,어린이보호
서울특별시 광진구 뚝섬로40길 12 (자양동),37.56954,127.08377,1,어린이보호
서울특별시 광진구 뚝섬로46길 74 (자양동),37.56818,127.08056,1,어린이보호
서울특별시 광진구 뚝섬로58길 13 노인보호센터 앞,37.56869,127.08367,1,어린이보호
"서울특별시 광진구 뚝섬로62길 33-8 (자양동, 목화맨션)",37.54148,127.06832,1,어린이보호
"서울특별시 광진구 뚝섬로62길 47 (자양동, 효성맨션)",37.54578,127.0761,1,어린이보호
서울특별시 광진구 뚝섬로64길 45 (자양동),37.54542,127.0773,1,어린이보호
서울특별시 광진구 뚝섬로64길 71 (자양동),37.55987,127.08173,1,어린이보호
서울특별시 광진구 면목로 20 (군자동),37.53441,127.07796,1,어린이보호
서울특별시 광진구 아차산로 191 (화양동),37.53295,127.07052,1,어린이보호
서울특별시 광진구 아차산로 326 (자양동),37.54823,127.10507,1,어린이보호
서울특별시 광진구 아차산로 344 (자양동),37.54877,127.10538,1,어린이보호
서울특별시 광진구 아차산로 426 (구의동),37.54012,127.09531,1,어린이보호
서울특별시 광진구 아차산로 435 강변SK뷰 교통섬,37.5424,127.09236,1,어린이보호
서울특별시 광진구 아차산로 44가길 5,37.53583,127.09161,1,어린이보호
"서울특별시 광진구 아차산로 503-23 (광장동 ), 워커힐로 13 건너편",37.5366,127.09031,1,어린이보호
"서울특별시 광진구 아차산로 503-23 (광장동, 청구아파트)",37.55446,127.07244,1,어린이보호
서울특별시 광진구 아차산로 511 (광장동),37.55356,127.07186,1,어린이보호
서울특별시 광진구 아차산로21길 15 (화양동),37.52878,127.08289,1,어린이보호
서울특별시 광진구 아차산로21길 47 (화양동),37.53055,127.08915,1,어린이보호
서울특별시 광진구 아차산로44길 36 (자양동),37.55478,127.09139,1,어린이보호
서울특별시 광진구 아차산로58길 51 (구의동),37.56059,127.07591,1,어린이보호
서울특별시 광진구 뚝섬로 467,37.56226,127.08069,1,교통단속
서울특별시 광진구 뚝섬로 472 (자양동),37.56178,127.07971,1,교통단속
서울특별시 광진구 뚝섬로 558,37.55262,127.09028,1,교통단속
서울특별시 광진구 뚝섬로 626 (자양동),37.56021,127.07955,1,교통단속
서울특별시 광진구 뚝섬로 666,37.55841,127.07855,1,교통단속
서울특별시 광진구 뚝섬로31길51,37.56086,127.0823,1,교통단속
서울특별시 광진구 뚝섬로46길 64 (자양동),37.56925,127.08063,1,교통단속
서울특별시 광진구 면목로 127,37.53983,127.08642,1,교통단속
서울특별시 광진구 면목로 53 (중곡동),37.53258,127.07256,1,교통단속
서울특별시 광진구 면목로178,37.56831,127.0863,1,교통단속
서울특별시 광진구 아차산로 218 (자양동),37.53461,127.06287,1,교통단속
서울특별시 광진구 아차산로 219,37.53445,127.06806,1,교통단속
서울특별시 광진구 아차산로 537-17 (광장동),37.55602,127.07322,1,교통단속
서울특별시 광진구 아차산로 553 (광장동),37.54989,127.06971,1,교통단속
서울특별시 광진구 아차산로 612,37.53642,127.07815,1,교통단속
서울특별시 광진구 아차산로70길 35 (광장동),37.55118,127.10051,1,교통단속
서울특별시 광진구 영화사로 111,37.54866,127.10496,1,교통단속
서울특별시 광진구 영화사로 97,37.53736,127.08388,1,교통단속
서울특별시 광진구 영화사로3길 35,37.53527,127.08296,1,교통단속
서울특별시 광진구 용마산로 134,37.54783,127.08807,1,교통단속
서울특별시 광진구 용마산로 44 (중곡동),37.54887,127.07189,1,교통단속
서울특별시 광진구 자양로 116,37.55436,127.18708,1,교통단속
서울특별시 광진구 자양로 185,37.54873,127.0864,1,교통단속
서울특별시 광진구 능동로51길 19-8,37.55392,127.07103,1,생활방범
서울특별시 광진구 능동로51길 25-12,37.55407,127.07363,1,생활방범
서울특별시 광진구 능동로51길 37-10,37.55385,127.07683,1,생활방범
서울특별시 광진구 능동로53길 24-9 (중곡동),37.55047,127.07054,1,생활방범
서울특별시 광진구 능동로53길 30-12 (중곡동),37.54839,127.0727,1,생활방범
서울특별시 광진구 자양로 216 (구의동),37.53082,127.08158,1,교통단속
서울특별시 광진구 자양로 40길 41,37.55134,127.07181,1,교통단속
서울특별시 광진구 자양로 45 (자양동),37.56552,127.08113,1,교통단속
서울특별시 광진구 자양로 81,37.53622,127.08391,1,교통단속
서울특별시 광진구 자양로38길 55 (구의동),37.55553,127.08985,1,교통단속
"서울특별시 광진구 자양로42길 53 (구의동, 광진로얄빌라)",37.54216,127.09822,1,교통단속
서울특별시 광진구 천호대로 113길 7,37.53667,127.06323,1,교통단속
서울특별시 광진구 천호대로 512 (군자동),37.52938,127.07593,1,교통단속
서울특별시 광진구 천호대로 616 (능동),37.56446,127.08274,1,교통단속
서울특별시 광진구 천호대로 655 (중곡동),37.55985,127.08382,1,교통단속
서울특별시 광진구 천호대로 665-2,37.5576,127.08655,1,교통단속
서울특별시 광진구 천호대로113길 10,37.54363,127.07223,1,교통단속
서울특별시 광진구 천호대로140길 40 (광장동),37.53673,127.08336,1,교통단속
서울특별시 광진구  능동로 90,37.54814,127.1006,1,기타
서울특별시 광진구 아차산로 563,37.54953,127.06884,1,기타
서울특별시 광진구 아차산로69길 29 (광장동),37.54214,127.06739,1,어린이보호
서울특별시 광진구 아차산로70길 35 (광장동),37.53834,127.08745,1,어린이보호
"서울특별시 광진구 아차산로70길 61 (광장동), 아차산로70길 17-62 광남중",37.56865,127.08283,1,어린이보호
"서울특별시 광진구 아차산로70길 61 (광장동, 광장현대아파트)",37.54116,127.06919,1,어린이보호
서울특별시 광진구 아차산로70길 62 (광장동),37.56022,127.09479,1,어린이보호
서울특별시 광진구 아차산로73길 48 (광장동),37.53071,127.08721,1,어린이보호
서울특별시 광진구 영화사로 105 (구의동),37.55515,127.09446,1,어린이보호
서울특별시 광진구 영화사로 111 (구의동),37.54254,127.09459,1,어린이보호
서울특별시 광진구 영화사로 77-1 (구의동),37.55742,127.07665,1,어린이보호
"서울특별시 광진구 영화사로 87-1 (구의동, 동성주택)",37.55419,127.07679,1,어린이보호
서울특별시 광진구 영화사로 98-1 (구의동),37.54168,127.08302,1,어린이보호
서울특별시 광진구 용마산로 111 (중곡동),37.55774,127.08932,1,어린이보호
서울특별시 광진구 용마산로 128 (중곡동)  원방빌딩,37.55324,127.08163,1,어린이보호
서울특별시 광진구 용마산로 191 (중곡동),37.55124,127.07041,1,어린이보호
서울특별시 광진구 용마산로 47 (중곡동),37.54976,127.07265,1,어린이보호
서울특별시 광진구 용마산로1길 65 (중곡동),37.5468,127.06919,1,어린이보호
서울특별시 광진구 용마산로22길 24 (중곡동),37.55512,127.07675,1,어린이보호
서울특별시 광진구 용마산로22길 76 (중곡동),37.56908,127.08131,1,어린이보호
서울특별시 광진구 용마산로28길 43 (중곡동),37.54819,127.10198,1,어린이보호
서울특별시 광진구 용마산로28길 62 (중곡동),37.53557,127.08239,1,어린이보호
서울특별시 광진구 용마산로30길 17 (중곡동),37.54447,127.06623,1,어린이보호
서울특별시 광진구 용마산로3길 57 (중곡동),37.53032,127.07561,1,어린이보호
서울특별시 광진구 용마산로3길 57 (중곡동),37.53398,127.07254,1,어린이보호
서울특별시 광진구 용마산로3길 57 (중곡동),37.5474,127.09211,1,어린이보호
서울특별시 광진구 용마산로5길 27 (중곡동),37.53061,127.08562,1,어린이보호
서울특별시 광진구 용마산로6길 13 (중곡동),37.53383,127.06384,1,어린이보호
서울특별시 광진구 용마산로8가길 80 (중곡동),37.54059,127.10275,1,어린이보호
서울특별시 광진구 워커힐로 93 (구의동),37.54582,127.07231,1,어린이보호
"서울특별시 광진구 자양강변길 297 (자양동, 신호빌라트)",37.5701,127.0861,1,어린이보호
서울특별시 광진구 자양로 219,37.53126,127.07998,1,어린이보호
서울특별시 광진구 자양로 247 (구의동),37.56805,127.08618,1,어린이보호
서울특별시 광진구 자양로 43 (자양동),37.56132,127.09085,1,어린이보호
서울특별시 광진구 자양로 55 (자양동),37.53073,127.08425,1,어린이보호
